,ABL1,ADA,AKT1,AKT2,AKT3,ALDOA,ALDOC,ALK,APC,ATM,BCL2,BCL2A1,BCL2L1,BCL2L2,BID,BRAF,BRCA1,BRCA2,BTK,CDH1,CDK2,CDK4,CDK6,CDK9,CDKN2A,CETN2,CHEK1,CHEK2,DHFR,DLAT,DLD,EGFR,ENO1,ERBB2,ERCC1,FBP1,FGFR2,FGFR3,FLT3,G6PC,G6PD,GAPDH,GATA3,GCK,GOT1,GOT2,HDAC1,HDAC2,HDAC6,HK1,HSP90AA1,IGF1,IGF1R,IGFBP3,IGHMBP2,IMPDH1,JAK2,KDR,KIT,LDHA,LDHB,MAP2K1,MAP2K2,MAP3K1,MAPK12,MAPK1,MCL1,MDH1,MDH2,MDM2,ME1,ME2,MET,MLH1,MSH6,MTOR,NF1,PARP1,PARP2,PBRM1,PC,PCK1,PDGFRA,PDHA1,PDHB,PDHX,PFKL,PGAM1,PGD,PGK1,PIK3CA,PIK3R1,POLD4,POLR2A,PPM1D,PRKDC,PTEN,RAD23B,RAD51,RAD9A,RB1,RBX1,RELA,RPIA,RPS6KB1,RRM1,RUNX1,SMAD4,SMARCA4,SMARCB1,SMO,SRC,TKT,TNFRSF10B,TOP1,TP53,TPI1,TSC1,TYMS,UBB,UBC,UNG,USP1,VEGFA,VHL,WEE1
5708,-0.105008461,1.107266903,-0.047813144,0.283063143,0.534200847,0.456647873,0.874298453,1.986017942,0.314571857,-0.099695131,0.067956217,0.015327036,0.094707787,0.001863053,0.005496051,0.445389718,0.128347531,0.317449272,-0.015355371,0.272581995,0.0739806,-4.390530586,-0.272586167,-0.701158285,0.45487529,0.579486549,-0.196784958,-0.876246154,0.126981318,-0.367569178,0.63265723,-0.470249623,-0.521587074,-0.259824038,1.072921276,-0.323724687,-0.509166598,-1.255954027,-0.913027465,-0.718864739,-0.092362702,-0.310151309,-0.403378993,-1.006483316,0.13908726,-0.129354939,-0.129266664,-0.379963458,0.76904881,-0.600671649,-0.131778196,-0.168268368,-0.413095027,-0.248688906,0.31854707,0.473277241,-0.229732394,0.848726511,0.453259468,-0.212388292,0.739924014,0.086004436,-1.278706789,-0.536917746,-0.050244406,1.002454162,-0.329596907,-0.271143168,-0.866523445,0.114745803,-0.193938196,0.951295137,-0.407931447,-0.813672662,0.146045372,0.085787833,-0.067893505,0.50075978,-0.497522116,-2.056641579,-0.950940311,-3.107135534,-0.28621003,-0.085950345,-3.280968189,0.705479145,-0.651468873,-1.247233152,-0.239576042,-0.614468396,-1.231081843,-0.129309103,-0.683706343,1.924059272,0.640717924,0.710900009,-0.125788718,1.826601863,-0.520097673,0.627221763,-0.758891344,0.262003452,0.875276327,-0.471157819,-0.057383385,0.883513689,0.213442862,-0.360441536,-0.46588704,-0.967785776,0.163399339,0.602976859,0.218667835,0.341942906,0.581233382,0.012059534,-1.011661291,-1.560960293,0.341359764,-0.101173013,0.452673137,-0.186949983,-0.172010899,-0.006980439,-0.464796543,0.16203545
1213,-0.117516756,-0.899151802,-0.415325135,-0.24345538,-0.597195983,-0.840921104,-0.059590783,1.142482281,-0.367690444,0.17273818,0.005541085,-0.708865881,-0.248568028,1.015699387,0.109685749,-0.595746636,-0.361694008,-0.011732131,-0.351849556,-0.387525052,0.013719465,0.618639827,0.104931399,0.441687405,0.376080811,-1.324290037,-0.165833727,-0.209644541,-0.011629537,-0.04258329,0.57322973,-0.099666163,0.509753346,-1.595901608,-0.135570332,0.422075927,-0.126807094,-0.006230503,0.327145398,0.253887624,0.152427614,0.190851554,-0.505945265,-0.817275345,0.227405205,0.618482828,0.15769352,-0.311319798,-0.193118632,-0.461594701,-0.570355117,-0.803208232,-0.142207101,0.092347577,-0.89550817,0.489780813,-1.522054195,-1.29775703,-0.615389287,0.392049134,-1.307510734,-0.348520577,0.163233817,0.160652071,-0.433298528,-1.398485065,0.4975245,1.209464192,-0.276722074,-0.367234886,-0.253537685,-0.240153149,0.030762948,0.300221562,-0.043391962,0.179909199,-0.522672713,0.178790912,0.339702338,0.076080203,-0.71543926,0.266761214,0.271102309,0.138533235,0.625948608,-2.562038898,-0.644428372,-0.714499831,-0.244759038,0.17693457,0.285023838,-0.80958277,0.075320467,-0.194162428,-0.417779088,1.803775072,-0.165022001,1.04101491,0.04200606,-0.82005024,0.268764794,-0.054428264,0.334738493,0.368922532,0.335523725,-2.333653688,0.127317742,0.339547813,0.405983776,0.606940925,-1.396777868,0.870522678,-0.115183607,-0.207488462,-0.245502323,0.10505534,0.9819929,0.095593862,-1.148166895,-0.988951564,-1.597864985,0.424224973,-0.309125006,0.044079963,0.209516406,0.362621546
226,-0.18066591,-1.702116728,-0.608923137,-0.425883561,-0.256741881,-3.099936485,-0.285796195,-0.718784153,-0.236329645,-0.026101239,0.085016318,0.042588569,0.982761502,0.102848984,-0.12385425,-0.773961008,0.332157165,-0.147616297,-0.232543841,0.038657814,0.126570746,-0.010597697,0.010501318,0.088496327,0.094104022,-0.073185571,-0.184476867,0.17014356,-0.703949392,0.376999199,-0.058745347,-0.283959866,-0.468973219,-0.99078846,-1.515532017,-0.800671399,-0.312183112,0.608719587,0.131237105,0.300079018,-0.774277866,-0.132812634,-0.228108793,-0.618898392,-0.267581999,0.381889403,-0.354403883,-0.303120136,-0.393395782,-1.03077507,-0.241511241,-0.422180146,0.120801553,0.450153917,0.451886743,-0.134302258,-0.142735124,-0.153093636,-0.689557612,0.190614939,-0.414429128,-0.588830829,-0.475145221,0.600320578,-0.627576351,-0.951866269,0.811293423,1.148048282,-0.096068576,-0.357609391,-0.223944798,-1.175107121,0.059566528,-0.155294761,-0.502435088,-0.33100304,-1.380976439,-0.302796125,0.59209758,-0.270491272,-0.009321762,0.599463046,0.62073791,-0.303572714,0.113952294,-0.512959182,-0.62385422,-0.304223657,-0.112267442,0.135385081,-0.006643021,-0.176168799,0.491668224,-0.705968678,-0.224486321,-0.716549993,-0.07834325,-0.237332433,-1.355522394,-0.265945762,-0.279387653,1.080915093,0.250000358,0.455753505,-0.601760149,-1.052103758,0.179141566,-0.465628535,0.31881094,0.495950073,-0.509714484,-0.549691796,0.068190113,0.337338924,-0.94544971,0.380344212,-0.622783661,0.129762918,-0.897512972,-1.715876102,-0.696805239,0.010975003,-0.595575511,0.207617119,1.034257889,-0.106231615
6777,0.002257433,1.148568392,-0.378276229,0.001934654,0.291550905,-0.215059206,0.047594246,0.873039246,0.344990015,0.534174025,0.008173828,-0.4973647,-0.520664692,0.358062387,1.025409698,0.043349773,0.346467078,0.561423898,0.355768412,-0.510283649,0.02762766,-0.176274449,-0.012565757,-0.737706304,-0.748826265,0.51567179,0.146502852,0.513305008,-1.357920408,0.88193357,-0.331732601,-0.270870507,1.206904054,0.474422336,1.258089542,2.034159899,-0.034755483,0.107284248,-0.188948661,-0.219634518,-0.05655238,-0.326787502,-0.294658422,0.123828948,-0.380745173,0.275284678,0.034388278,1.315595865,1.059751868,0.694589257,0.401046753,0.289676696,-0.514025509,0.245297879,0.022883356,0.187621415,0.643106222,1.034655571,-0.029325705,0.703639686,-0.989018917,-0.65329206,-0.902580142,-0.215223745,-0.413297236,0.240392864,0.54108727,0.155273736,-0.122681946,0.346959412,1.248450518,-0.426020354,0.362255126,-0.156023949,-0.278949976,-0.045988947,0.113004923,0.232332021,-0.05618244,-0.467004031,-0.758546472,-0.533244133,0.040467717,-0.645921707,1.106682897,-0.58594048,-0.622542441,0.329869479,-0.360792875,0.031740993,0.324120522,0.504749954,0.152276799,-0.28085795,0.120036058,-0.067324996,-0.127160475,-0.482882023,-0.04069823,1.126379848,0.180464402,-0.224641994,-0.300123841,0.184377819,0.054004773,1.678325772,-0.024676297,0.589902878,-0.33338517,0.390162408,0.100981951,-0.259844542,2.731590509,1.132244825,-1.190263033,0.018709064,0.600870252,0.213116586,-0.637121499,0.118048817,0.295525968,-0.010899983,0.470869213,-0.107937291,-0.169390857,0.192501992
2113,0.026951131,1.087155581,0.626014531,0.569528699,0.757974029,0.780072153,-0.114670761,0.033831745,0.29802227,-0.000598837,0.054346353,-0.039534379,-0.023136325,-0.542625189,-0.009401038,0.616593719,-0.122842602,0.197050452,0.4137384,-0.213784725,-0.20724088,-0.773856878,-0.160279974,-0.594587326,-0.336727291,0.712021053,0.025012007,-0.385224551,0.531805635,-0.842336297,0.293462843,0.059075087,-0.453361213,0.850651383,0.716705918,-0.234766573,0.187920034,-0.386468411,-0.509571135,0.211319625,0.476750732,-0.325397432,0.355723113,-0.785090447,0.116300106,0.655965447,-0.133294508,-0.395007521,0.375005364,-0.043929815,-0.143475145,0.251612812,-0.477698594,-0.131395266,-0.024178028,-0.113831908,0.303034991,0.845986009,0.629018486,-1.122011542,0.949483037,-0.044689555,0.511809409,-0.754154563,-0.325325966,-0.128641576,-2.1190238,-0.853450239,0.4208529,0.170729488,0.577636719,1.086872816,-0.443088055,-0.350411177,0.283631057,0.134062648,0.257490784,0.000664279,-1.171832204,-0.482908994,-0.721574664,-0.685918212,-0.503042042,-0.951900721,-0.783755779,1.956621051,0.830819428,0.086104035,0.342454344,-0.728041172,-0.42125544,-1.336120367,-0.292375147,0.578848302,-0.126681835,0.213824987,-0.55334276,0.633634746,0.739096761,0.408791214,-0.899008274,0.556029558,0.193896145,-0.252228677,-0.181490853,-0.135095909,-0.224096626,0.274084181,-0.431323409,-0.535013735,0.268275142,0.357757032,0.457897127,0.049990922,0.540555835,-0.152219147,0.739050984,-0.705906034,0.867595196,0.769706667,0.085291542,-0.27034995,0.442378879,-0.08895725,-0.132876679,0.099088565
3329,-0.534060359,-0.991823316,-0.599216878,-0.522699535,-0.671210647,-0.715816379,-0.088510253,-1.022057533,0.073834151,0.216889054,-0.367167264,0.462994546,0.846918464,0.316568226,0.875299156,-0.394461542,0.180821463,-1.643417835,-0.576254606,0.066806212,0.441250622,0.6462093,-0.033552375,0.377990633,0.122316912,-2.451486111,-0.278098762,0.086203925,-1.739770651,0.452572882,-0.361160696,-0.489775449,0.398309648,-1.497962236,-0.796006203,-0.464621723,-0.629703999,0.25103718,0.637827516,-1.321965337,-0.344371974,0.051086057,-0.355920643,-0.452500015,-0.297193944,0.731407523,-0.046742491,-1.369658232,-0.617092967,-0.223771721,0.743293703,-0.586579263,0.08519686,0.829123676,0.133412674,0.834051073,0.566584229,-2.171688557,-0.891430557,0.333812445,-0.317416131,-0.465528399,-0.663011432,0.864252627,-0.076825619,-0.179425105,0.733121932,0.989436924,-1.302212715,-0.425473571,-1.354500771,-1.755832076,0.194867879,0.738026083,-1.773230195,-0.493330747,-2.823558331,-1.06891799,-0.005943657,0.610589504,0.134198785,0.530263305,0.627068937,-1.01279223,0.476737499,-1.112056375,-0.70930624,-0.735464752,0.011981644,-0.079421043,0.47935009,-1.023239374,-0.069594033,-0.76433146,0.314669311,-0.820675015,-0.098560847,-0.010305561,-1.252591491,0.462036669,0.213090673,-1.833355904,0.15620175,0.653926909,0.725950658,-0.942717731,0.307796597,-1.002010822,0.336604685,0.82291913,-0.89182049,-1.084418416,0.011598296,0.465304911,-0.826329112,0.664919674,-2.076674223,1.066993475,-0.890568197,-0.682730198,-0.705852091,0.446350038,-0.172447249,0.344428778,-0.493422866,-0.935641825
1050,-0.315183729,-0.311500877,-0.367327332,-0.679232895,-0.657940388,-0.694532752,0.372516006,-0.038622648,0.653977096,0.416693747,0.097996227,0.13892211,-1.366264224,0.010053738,0.719054043,-0.373587489,-0.015105002,0.339426339,0.147825196,1.002135396,0.145350873,-0.538081229,0.091888934,0.08001411,0.027851909,-0.43304655,0.270374656,0.455389023,-1.073129535,2.017666817,-0.411815912,0.226671204,-0.223789796,0.218303755,0.129401714,1.339780331,-0.023782518,0.674157679,0.539369345,0.435992658,-0.409021556,0.59663403,0.543519974,0.19382602,-1.09347558,0.394224882,-0.399062485,1.132982373,-0.8999421,0.202181444,-0.241799623,-0.195239931,0.255179882,-0.104533345,-0.158239454,2.125547647,0.263436347,0.015939116,-0.236753494,0.053216223,-1.762780547,-0.397418946,0.594062805,0.275709897,0.099862039,-0.183881611,1.526104093,0.846438766,-0.934504032,0.016326442,-0.310123175,-0.039222267,0.301607847,-0.264989644,-0.982770979,0.653546274,-0.531917632,0.530160904,0.033391356,1.025393844,0.179912612,0.486811012,-0.23641254,-1.001728058,-0.613249362,-0.687457323,-0.553205132,0.68724215,1.431909323,0.653747618,0.679516077,0.307994723,0.204929546,-1.449247718,-0.144565776,-0.666050017,-0.006579967,-0.080987424,1.857719421,-0.713466883,0.616026163,0.031521857,-0.243475705,0.593317807,0.414968699,-0.432127923,0.036291324,0.833109498,0.311336398,0.105710559,-0.826247096,0.802280128,2.921465397,1.098792076,-0.792520583,1.201590538,1.413480997,-0.271823555,-0.375569046,-0.124889396,-0.130933613,1.057675004,-0.451953083,0.010228613,0.495179623,-0.729563057
9491,0.062260911,0.910446405,0.52931124,0.124911733,0.687168539,0.538182259,0.305678368,-0.527665973,0.536270738,-0.110381536,-0.064881049,-0.006099324,-0.560674369,-0.642848492,0.055323616,0.239226535,0.060895268,0.705229282,0.328892589,0.147899508,-0.527357817,-1.066069961,-0.242499113,-0.381327063,0.005176667,1.031442165,0.021614548,-0.418306082,0.367984235,-0.604244709,0.477076799,0.303962857,-0.660370469,0.470208675,0.434306234,-0.205055654,1.406630039,-0.650536656,-0.458357781,0.170189366,0.217662036,0.016777791,-0.146534503,0.36919865,-0.115684383,-1.180095673,-0.291060209,0.352150261,0.898440599,1.278021693,-0.284898221,-0.018554689,-0.194229692,-0.033094674,-0.135444,-1.437185526,-0.008531332,0.786203623,-0.195661575,-0.174509808,0.407345891,0.031032382,1.012576103,-0.381325603,0.189128339,0.085747592,0.247272387,-0.94306916,0.59788394,0.501530349,0.795717955,0.794921279,-0.164948687,0.147698998,0.751167595,-0.140009075,0.287847757,-0.469877899,-0.134114757,-0.131109565,-0.347966403,-1.451379299,-0.311344504,-0.177570209,0.253684074,1.302001357,0.577531934,0.203314036,0.001018599,-0.244317412,-0.390278786,0.087144852,-0.055155657,-0.089398518,-0.685907543,0.386324972,0.223959506,0.147089615,0.474229097,0.250192225,-0.10288655,0.672653317,0.56211096,-0.007327505,-0.566024065,0.13065961,0.258451074,0.024398373,0.151354402,-1.093563437,0.942344069,0.943701029,-0.352965325,-0.790455163,0.284909248,-0.195704386,0.755085707,-1.022845507,0.637407303,0.748151124,1.097128153,-0.132675007,0.587525964,-1.35726428,0.48838523,0.057897199
22926,-0.298837036,0.025241673,0.267107308,0.251129508,0.312723339,0.478106856,-1.115059853,-1.010377169,0.207055092,-0.085068211,0.715563476,-0.069239341,-0.443870038,0.296737254,-0.49513042,-0.537232161,0.228608429,-0.187474966,0.46806103,0.420753032,-0.086977489,-0.602958143,-0.221984729,-0.25264734,-0.418850601,0.324180692,0.149945214,-0.335076034,-1.164149761,-0.223899841,-0.570658505,0.272161365,-0.61324954,0.559360445,-0.54131484,0.690261424,-0.056364305,-0.644290924,-0.190891817,-0.228766784,-0.390903383,-0.626974463,0.047901452,-0.755024314,-0.323839575,-0.733041883,-0.004178992,0.49352473,-0.384837657,-0.049122199,-0.138198167,0.441239119,-0.252194047,-0.286178082,0.304094613,0.668766201,0.41687876,0.396034777,0.405138701,-0.418409944,-1.122690439,0.148304597,0.616782308,-1.104589343,0.46257478,-1.36037302,-0.286353201,-0.222247094,0.656217813,-0.390297949,0.163402393,-2.548134565,-0.189900398,-0.460857898,-0.628795803,-0.082262859,-1.015342712,0.042291537,-0.929087937,-0.208347023,-0.475809515,-1.027203321,0.231127873,-0.698162913,-1.186902761,-3.442133427,0.739672005,0.304730803,0.229279965,-0.121292122,0.082961708,-0.104940668,-0.173952892,-0.574243307,0.304952413,-1.153524995,-0.470261127,1.141363502,0.170890689,-0.23005946,0.226519704,0.636010289,0.721613228,0.004030868,0.699191749,-1.515393019,0.149304077,0.133999676,0.360972047,-0.669121921,0.45726499,0.218740523,-0.622082353,0.082668811,-1.032368422,0.139369383,0.755765736,-0.214400649,-0.822068036,1.103164673,0.958176672,-0.109625101,-0.997735679,0.617279172,-0.004664272,-0.715511799
5899,0.028102141,0.127332091,0.383906364,-0.044743519,-0.240423366,-0.396299213,0.187510476,0.446306586,0.108934112,0.092785068,-0.007943854,-0.268018991,1.015905738,-0.083429858,-0.292478621,-0.019669507,-0.070247315,0.448606879,0.070457213,-0.643090904,0.403384238,0.518241763,0.24308829,-0.147146165,-0.270846456,-0.842641532,0.083868459,-0.067653276,0.459453523,-0.335939467,-0.516948164,-0.452872813,0.890962124,-1.35248816,0.700508893,-0.008613214,0.339410543,-0.840487838,0.230757251,-0.696654081,-0.571314931,0.083219446,0.180483773,0.067774802,0.726566792,0.716345429,0.43829897,-0.074050054,-0.199240908,-0.123679146,0.096213773,0.133275732,-0.612443089,0.082676411,-0.073343635,0.333703071,0.243117869,0.425982773,-1.474970102,0.710954845,0.654288411,-0.48309797,-0.768814206,-0.270298481,0.061684489,0.453870147,0.258302689,0.534931302,0.441613138,-0.389958143,-0.298358291,0.615809262,-0.12149673,0.187938437,-0.2336054,-0.09410692,0.752570689,0.049591541,-0.065671414,0.09017691,-0.545636714,0.009527564,0.284381241,0.30216825,0.368276834,0.926635563,-0.509256899,-0.002919816,-0.220142633,-0.762941539,-0.106788695,-0.059763916,0.110484444,0.669289231,-0.232335135,1.235049963,1.295868158,-0.618110001,-0.056333214,1.485922337,-0.105328724,-0.273489028,0.060204916,-0.915183127,-0.085230291,0.812378407,0.342911541,-0.577712834,-0.47851795,0.273026258,0.408223927,0.357883662,-0.352526307,0.699416101,-0.005361378,0.013269474,0.261855185,0.767679453,0.478334785,-0.205683768,-0.332092941,0.282824993,0.016383141,0.463762403,-0.493000835,-0.062126596
5467,0.29872376,0.73742026,0.84672534,0.56209534,0.88311684,1.89146638,1.39799225,0.0776944,0.46519417,0.08246795,0.07926273,0.08531587,-0.59117109,-0.823798,0.37534419,0.48550445,-0.12171016,0.75553572,0.95892876,-0.01887733,-0.04754839,-0.64040953,-0.1776617,-0.26987106,-0.14170696,0.69335949,0.19265369,-0.02095173,0.68274981,-0.47047293,0.1383426,0.66544199,-0.88394666,0.940391,0.3626098,0.95985627,1.30018473,-0.48482683,-0.39068571,0.53773534,-0.10547459,0.1391425,-0.08041114,-0.52997351,-0.74931753,-0.89035249,0.67316341,0.55652261,1.38437319,0.26482907,-0.30297279,0.70381486,-0.02687192,-0.11603554,-1.03913689,-0.57724887,0.65105867,1.45813036,0.69639087,-0.44663048,0.86356121,0.15286671,0.82229537,-0.33407801,-0.01620262,-0.40759954,-1.21672058,-0.49225876,0.83186185,0.40973741,0.5763737,0.62429488,-0.19882791,-0.67847186,1.16384518,-0.0877811,0.09227708,0.65711784,-0.66469753,-0.44490612,-0.1062257,-0.77981997,-0.54143316,-0.43933657,-1.02637398,1.73345137,1.50490046,0.36886555,0.38416225,0.16169387,-0.12070938,0.20576234,-0.13717467,-0.01572672,-0.93734205,2.28410006,0.10308343,-0.07001716,-0.14173278,-0.39719951,-0.6048907,1.12967753,0.40235677,-0.26056755,-0.08272037,1.64502716,-0.4027071,0.28924298,-0.42510536,-0.42434207,1.56747699,0.79722995,0.83333516,-0.62669283,0.32241839,-0.34029132,-0.01894668,-1.17778492,0.67385018,1.64342475,0.46646094,0.26007497,0.73152375,-0.78016239,0.489268,0.96183753
6774,0.149169013,0.193244129,-0.296697021,0.134236172,0.231812999,0.449311644,0.671325564,0.923041046,0.728748858,-0.129149631,-0.054673336,0.125301436,0.821157932,0.851160586,1.480596542,0.477012336,0.203205869,-0.37753728,0.235310897,0.372587144,-0.235564739,-0.885887206,-0.016600344,0.695195675,-0.235037968,0.773273289,0.173008248,0.061223537,0.688921273,0.218906879,0.517957568,0.224082589,0.566096008,0.44389677,0.617199779,-0.172617123,-0.036732566,0.304151207,0.069008641,-0.008558422,0.630536199,0.95912379,-0.019517392,-0.342054009,0.282620221,0.274669528,0.022996239,0.043084886,0.192101568,0.389510691,-0.801950037,-0.049754232,0.171393767,0.328434229,-0.333805412,0.515629411,0.310863554,-0.029697195,-0.304335952,-0.463915974,0.467441678,0.103270911,0.025502399,0.298829615,-0.045021325,0.500695527,-0.297851562,-0.177533001,-0.11005339,0.550518036,0.557883382,0.904443502,-0.321616828,-0.167623565,0.250148416,-0.059912369,-0.942140162,-0.378914356,-0.039891645,0.120891765,-0.272404224,0.238283858,-0.470064163,1.119366646,-0.539448202,0.435385138,0.432016343,-0.552451015,0.905338526,-0.17470777,-0.272288412,0.13298735,-0.114538722,-0.01454109,1.365261793,-0.84405005,-0.499317676,0.272186756,0.844621778,-0.097167224,0.202837452,0.490057766,-0.169558406,0.164441779,0.590963244,0.357056975,-0.277612567,0.638245225,0.502060592,-0.590517163,-0.112485737,0.3546983,1.215336204,0.145772815,0.825424492,0.243143663,-0.521879196,-0.294605434,0.343533576,-0.196437895,-0.108344287,-0.502224982,0.681669116,-0.281012565,0.082385801,0.294733793
1788,-0.0254224,0.75793386,0.66475177,0.36082885,0.58146399,0.57478642,-0.21729489,0.03279284,0.1316601,-0.34670031,-0.13688812,-0.48468536,0.11637013,-0.9879601,0.13100262,0.41109145,-0.31804001,0.67259353,0.44536224,-0.35569701,-0.35750636,-1.73444498,-0.34015507,-0.92013025,-0.15307066,0.78510785,0.01517658,-0.65892911,0.34853077,-0.56673372,-0.41766644,0.30551669,-1.15788317,0.62944478,0.12440605,0.32269907,0.92904705,-0.23784721,-0.55530155,0.26479232,0.30240977,-0.32434583,0.08689308,-0.37782061,-0.15730762,-1.22021198,-0.44445008,-0.25959921,0.90166533,0.24678139,-0.32776225,0.37572047,-0.43428248,-0.37071589,-0.53924239,-1.27603805,-0.09119108,0.72094095,0.27356705,-0.73210275,0.36632633,-0.13616793,0.21721014,-0.43316829,-0.22290382,-0.61746162,-2.11276841,-0.91244024,0.39168948,0.17230707,0.41240138,0.07451009,-0.46152797,-0.86090052,0.43081394,-0.16906776,0.45233762,-0.5402298,-1.21518457,-0.3079668,-0.34326085,-0.82349944,-0.91038275,-0.62056702,-1.05868161,1.41155291,0.82002437,-0.07736754,0.27311572,-0.31003273,-0.53661537,0.24207999,-0.46620032,0.07300197,-0.52243388,0.45235002,-0.31884566,-0.52864128,0.48533654,-0.43778247,-0.85470062,0.40862194,-0.58263671,-0.32916233,-0.15714052,0.22785844,-0.42842677,0.33121213,-0.68554825,-1.08901167,0.80276537,1.12982881,0.39234087,-0.54800868,0.81374598,-0.29892203,0.33344012,-0.95161408,0.44394141,0.92193806,0.08877316,-0.34387499,0.3934699,-0.7439974,0.09841964,0.2989594
5921,-0.05918317,0.47255614,0.23437628,0.32492453,0.41457456,0.96747565,0.41198981,0.70486951,-0.316636,-0.01357024,-0.26493344,-0.80303138,0.37306815,0.36558196,-0.07892445,0.09168024,0.23532902,0.14336321,0.98879236,-0.27085277,-0.20121491,0.61980575,-0.14670259,-0.0463178,0.14168391,-0.18684073,-0.06381318,0.23203444,0.65119708,-0.17609754,0.54920238,0.21390273,2.07024479,0.36321473,-0.26941085,-0.06135842,-0.04403506,-0.24177581,-0.14288186,-0.29206288,0.54187465,1.0214932,0.23828445,-1.26938438,1.5326134,0.33236375,0.09290338,-0.50306648,-0.30538604,-0.29952514,0.14174476,0.86688262,-0.12311695,-0.09323713,0.77634257,0.08336069,0.40488461,0.74829352,0.85901117,-0.49400327,-0.09871152,0.58621019,-0.39877689,-0.95580167,-0.02730467,0.36562827,-0.1038073,-0.07194319,0.41235784,-0.15231888,-0.42099404,1.21546781,0.06136098,-0.8223294,-0.19035146,0.16694373,0.38059542,0.43568593,-0.23951177,-0.59458274,1.56239736,-0.34241268,-0.23904054,-0.06356364,0.49495238,-0.58949304,-0.55507004,0.55587894,0.0901089,-0.46001232,-0.05920999,0.48296624,0.77492839,0.7440933,0.86356747,0.81792498,-0.83975708,0.23591113,1.23946047,0.51803899,-0.65348381,0.1199874,0.28766108,0.30787113,-0.62928736,-0.61215395,0.31479651,0.1753979,0.42576173,-0.13522215,0.52898788,0.74775356,-0.57969493,0.35793307,0.12527171,0.25125948,0.71866357,-0.60517085,0.01729909,-0.63043261,0.13339189,0.43542501,-0.33902502,-0.47083467,-0.10549368,-0.13180064
5721,-0.78137684,-0.32014358,-0.47973439,0.15761736,-0.540995,-0.88397717,-0.34340593,-0.28584844,0.46994436,-0.28882274,-1.25599945,-0.31104329,-0.4102757,0.56233031,0.18701985,-0.27332321,-0.17889598,-1.19335938,-1.36991048,-0.43598503,0.59253782,0.72060305,0.21584694,0.54364491,-1.00709915,-0.45388639,-0.35412598,0.14623429,-1.35001767,0.13886151,-0.37977993,-0.28023806,-0.13529108,-0.23210537,1.13341594,-0.65556943,-0.32077414,0.3544302,0.3868638,-0.90304935,-0.40836188,-0.26622346,-0.3516992,0.17282487,-0.28806618,0.9072572,0.4506399,-0.29342949,-1.32991183,0.1003362,-0.84099221,-0.21803978,-0.04367996,-0.2888211,-0.09593994,0.57427406,-0.33465371,-1.29051089,0.33000907,0.10285962,-0.78801978,-0.2652801,-0.86528164,0.75904936,-0.06349178,0.68767846,-1.38557184,-0.01888325,-0.45609426,0.46549064,0.34164599,-0.54791814,-0.28795511,0.40332216,0.17675945,-0.43323514,0.56436723,-0.12603068,0.61770517,0.01114574,-0.21529524,0.28515047,0.21685696,1.47255301,0.59408444,1.12549889,-1.03850365,-0.07531901,-0.17543599,0.15834673,0.359961,-0.49616927,-0.07418957,0.74895501,-0.06791356,-3.19370008,0.70177001,-2.31268191,-0.89947319,-0.79103637,0.56766611,-0.85669506,-0.63381004,-0.15978025,-0.33629826,0.1793284,0.72964942,-0.81489319,-0.08906326,-0.2583895,-0.2428152,-0.84394395,-0.35280067,0.16498286,-0.73062313,-0.50921738,-0.80578077,0.11356266,-0.42663607,-0.88330525,0.02760696,0.25207502,0.18446179,0.63027078,-0.86045599,-0.82633567
2263,0.272581339,0.726244092,0.595249176,-0.142530143,0.309678376,0.980978668,0.332660794,0.091867492,-0.083839819,-0.378548265,0.23098968,-0.335436225,-0.297251046,-1.016329885,0.278968096,0.402066499,-0.115388438,0.610167563,0.36849761,-0.435853064,-0.288630843,-0.853556454,0.029818019,-0.559615374,0.303456545,0.570770979,0.052567489,0.079869874,0.623621821,-0.402832478,-0.253543019,0.30310449,-0.80873692,0.584563136,0.804189503,0.100191802,0.53326875,-0.272831649,-0.605363309,-0.050676964,0.448555827,-0.263739735,0.097562492,0.55153966,-0.207380787,-1.292220354,-0.295455784,0.008482927,1.062056422,0.191989347,-0.249692798,-0.193559363,0.073083393,-0.088690847,-0.784202397,-0.942888856,0.064561039,1.044666529,-0.049297035,-0.14971517,0.536986232,0.165913552,0.148403943,-0.401773065,0.123446763,-0.26741907,-0.940024972,-1.149208307,0.600425005,0.362584531,0.350614041,0.116615325,-0.104266509,-0.393094212,0.418983847,0.07679598,0.746776223,-0.49549818,-0.371017724,-0.154745787,-0.322164178,-0.432592809,-0.646110475,0.707256556,-0.1418982,0.923373044,0.50407064,0.321323335,0.412333429,-0.268526614,-0.086406276,0.499885499,-0.26182735,0.822921515,-0.164325505,0.237924993,0.075348333,-0.480725646,0.898382902,-0.097332612,-0.21352151,0.491886854,-0.480478346,-0.377125591,-0.429070175,-0.333341897,-0.371980786,0.552766681,-0.032628052,-0.229766339,0.91135329,1.228385091,0.16117084,-0.521808088,0.3557055,-0.257383704,0.605685592,-0.708219528,1.08489573,0.574919581,0.629475474,0.080524996,-0.439425141,-0.324659735,0.061622761,0.335438848
