,ABL1,ADA,AKT1,AKT2,AKT3,ALDOA,ALDOC,ALK,APC,ATM,BCL2,BCL2A1,BCL2L1,BCL2L2,BID,BRAF,BRCA1,BRCA2,BTK,CDH1,CDK2,CDK4,CDK6,CDK9,CDKN2A,CETN2,CHEK1,CHEK2,DHFR,DLAT,DLD,EGFR,ENO1,ERBB2,ERCC1,FBP1,FGFR2,FGFR3,FLT3,G6PC,G6PD,GAPDH,GATA3,GCK,GOT1,GOT2,HDAC1,HDAC2,HDAC6,HK1,HSP90AA1,IGF1,IGF1R,IGFBP3,IGHMBP2,IMPDH1,JAK2,KDR,KIT,LDHA,LDHB,MAP2K1,MAP2K2,MAP3K1,MAPK12,MAPK1,MCL1,MDH1,MDH2,MDM2,ME1,ME2,MET,MLH1,MSH6,MTOR,NF1,PARP1,PARP2,PBRM1,PC,PCK1,PDGFRA,PDHA1,PDHB,PDHX,PFKL,PGAM1,PGD,PGK1,PIK3CA,PIK3R1,POLD4,POLR2A,PPM1D,PRKDC,PTEN,RAD23B,RAD51,RAD9A,RB1,RBX1,RELA,RPIA,RPS6KB1,RRM1,RUNX1,SMAD4,SMARCA4,SMARCB1,SMO,SRC,TKT,TNFRSF10B,TOP1,TP53,TPI1,TSC1,TYMS,UBB,UBC,UNG,USP1,VEGFA,VHL,WEE1
8396,-0.138801843,-1.101169586,-0.121772826,-0.398036718,-0.811995685,-0.152164862,0.435349017,0.138913944,0.370803952,0.197306946,-1.055314779,0.040190112,-0.272402853,0.332122445,-0.498997927,-0.049783688,0.126694009,0.271699429,-0.47961396,-0.865526855,0.667631626,0.126547009,0.237966344,1.273468852,-0.639113069,-0.934114933,-0.64837867,0.19194147,-0.947579205,0.624031425,-0.151246518,-0.072807826,0.165250152,0.562434614,-0.677991033,0.559756696,-1.107478142,0.304398745,0.584192276,-0.186684594,0.02153191,0.364269078,-0.266198903,0.322516292,-0.15572837,1.10360384,0.316537172,0.461239427,-1.086079955,0.684335649,0.48142612,0.397351205,0.225888148,-0.585022271,0.549790621,0.371844143,0.726464033,-0.674907923,-0.054398853,0.797780693,-0.177372411,0.088680439,-1.071750641,0.243581623,-0.713706255,-0.433532178,1.032963634,-0.133499444,0.097562253,0.112411588,-0.229299888,0.543493211,0.182109997,0.125733644,0.38934347,-0.045503236,-0.356664747,0.523894727,0.459997267,-0.237770781,0.307583481,-0.149919704,0.244339734,1.499530315,1.322428107,0.11279694,-0.820474863,-0.856441259,0.264115125,0.536641836,0.556849599,1.244608164,-0.326717377,0.264766991,1.285406947,-2.192500114,0.610399127,-0.256585211,0.327456415,-0.14367272,0.004194001,-0.13218078,-0.27249369,0.594123602,-0.366936624,-0.214641333,-0.073477387,0.116708912,0.414986253,0.542262793,-0.74634707,-0.305460751,-0.653584242,-0.031533614,-0.797308803,0.139331535,0.47230494,-0.203958869,-0.530272722,-0.20269382,0.896452248,0.070950001,-0.180017531,-0.450616449,0.171629339,0.53126055
23077,0.2849648,0.972063303,0.601295888,0.274666131,0.983978868,1.106358171,1.06114459,0.442202568,0.789443314,-0.016053109,0.162070006,-0.033368707,-0.47930643,-0.606630325,-0.237224132,-0.00304395,-0.087847635,2.009009123,0.654061914,-0.505497098,-0.622053742,-0.199140817,-0.143378109,-0.52375865,-0.340435505,0.783886433,0.479130268,-0.119664595,0.905287862,-0.557704449,0.120231628,0.539388955,-0.642836213,0.881688237,0.75663662,0.321807563,0.53171432,-0.330747247,-0.450339824,0.946472228,0.445279688,0.361534089,-0.410898477,0.081497647,-0.207365274,-0.816097021,0.137620047,-0.345145434,1.656316996,0.011098228,-0.443511784,0.478545815,-0.123885296,-0.457681239,-0.958101273,-0.494187951,0.502461314,1.392302752,0.052059811,-0.565296054,1.000287533,-0.097864129,0.078795075,-0.14743948,0.290268481,-0.271326572,-1.15240407,-0.748172522,0.341776013,0.224541545,1.00214839,0.37135604,-0.000993325,-0.321658969,0.92701453,0.032892145,0.589549661,-0.146034852,-0.643631935,0.367295235,-0.041739523,-0.848238051,-0.512728334,-0.214050949,-0.315560818,2.332019329,0.974388599,0.575797617,0.262180626,1.219755888,-0.520110309,0.971432209,-0.241544724,0.310844123,0.12669678,1.498500109,-0.350672185,0.080223873,0.771395207,-0.047913913,-0.411922574,0.219236121,-0.214084789,0.009023075,-0.048327409,-0.019408099,-0.485748559,0.862393022,-0.267846644,-0.880620658,1.054526806,1.373076439,0.716889083,0.189861342,0.425623745,-0.218980774,-0.109570265,-0.267351925,0.555564702,1.735273123,0.590213895,-0.112474993,0.588386297,-0.535216868,-0.436929554,0.613560915
10857,-0.315487951,-0.55320549,-0.112127833,-0.508826375,-1.229718804,-4.422417641,-1.055134177,0.517896652,-2.791973591,-0.230557293,0.226073295,-0.066398174,-0.610344887,-0.215298533,0.07940349,-0.311177522,-0.200268209,-0.715227485,-0.873130381,0.5868541,0.337286264,-0.087651953,0.387988567,0.418318599,-0.500012219,-0.775216818,-0.844588697,0.065754481,-1.738834858,-0.973357141,-0.588434935,-0.350646287,0.40841347,-0.811681747,-1.218013048,-1.019248247,-0.675878108,-0.126726538,0.448749512,-0.253393799,-1.507561564,-0.370426148,-0.45333761,-0.065350711,0.151656359,0.593717039,0.336345941,-0.772856295,-1.712014437,-0.139625698,-0.002103962,-0.110546261,-0.157657847,0.109637059,-0.324630082,0.499551237,-1.578610182,-1.862598062,0.630893469,0.349462211,-0.707991242,-0.576964617,-1.369440556,-0.241607249,-0.508567095,-0.915969372,0.081792027,0.513947606,-0.463699073,-0.269164324,-0.462580323,0.164801151,-0.283166826,0.091485679,-1.150324702,-0.086416028,-0.921909273,-1.096462965,0.282114029,0.130889967,0.555345714,0.775623739,0.350431889,-0.961220324,0.536799312,-3.481968641,-1.003139496,-0.942854226,-1.035532355,0.136146247,0.397254497,-4.006268978,-0.455668092,0.725248039,0.451576293,-0.54914999,0.29401809,1.262429833,0.184861392,-0.27212134,0.443953276,-0.356322229,0.337669611,0.432832658,-0.093598247,0.314408034,0.516488671,-0.688948452,-0.183930188,0.729626,-1.54713273,-1.2314291,-0.393482983,0.630379915,-1.134446859,-0.517473876,1.269057035,0.409677953,-1.48446703,-2.204497337,-1.288515449,-0.056849957,0.359360516,0.327817827,0.068883523,-0.367299706
16,-0.42871821,-1.30727458,-0.17554581,-0.4577862,0.04124624,-0.14711413,-0.39138204,-1.31148148,-0.39867824,-0.84388626,-0.48104045,-0.45941451,-0.29919094,-0.17938967,-1.18992913,-0.10100555,0.08387227,-0.03255913,0.15117523,0.21807121,0.05589082,0.55190289,0.21043536,-0.58097786,-0.88144225,-0.20735356,-0.17673618,0.41603327,-2.31981039,0.60907555,0.88249862,-0.47464412,-1.83719742,0.26378089,-0.60761654,-2.34670925,-0.92315781,-0.08878316,-0.13865346,-0.26985425,-0.46537754,0.61061907,0.65940326,0.14417475,-0.46292377,-1.64056993,-0.54845774,-0.28544104,-1.54061258,-0.92209357,0.3675693,0.02458209,0.21810983,0.8411783,0.14453743,-0.19572815,1.03129625,-1.17158341,-1.50535882,0.47305989,-0.21533862,0.11214137,-0.08380976,-0.32170701,0.11853518,-0.14730862,0.34877154,1.19831586,-0.95381355,-0.1635389,-1.69803214,0.25770435,0.12248801,0.35925671,-0.25875026,-0.54960734,-0.59698087,0.86612022,0.39074868,0.65435398,0.8856737,-0.02489083,0.37424514,-0.96590072,-0.08517004,-1.69324577,-0.98797858,-0.41880411,0.57850969,0.18058628,0.40490803,0.08317406,0.31558621,-1.05863464,0.01835157,-0.62602496,-0.03127725,-1.65205467,-0.5324859,-1.04909933,-0.01551947,-0.06362146,-0.04024686,0.66496754,-0.36182484,-0.53542608,0.6327278,0.15279242,-0.01628568,0.71582758,-0.11432792,-0.28836185,-0.26850083,0.54543197,-0.97199917,0.83304495,0.75954068,1.22751105,-0.68794799,0.40412706,-0.08300704,-0.287375,-0.03720057,-0.22045045,0.3551307,-0.78521264
2817,0.26108867,-0.45301536,0.33780837,0.20008557,0.57349932,1.45265722,1.81918895,-0.26301545,1.01731384,-0.18023933,0.19940336,0.70645237,0.20228916,-0.61302829,0.11345419,0.65573514,-0.11370869,1.58032727,0.7984494,-0.18941295,-0.1801656,1.05010259,-0.2289675,0.92451257,-0.43843225,0.78889263,0.16675583,-0.11828217,1.75689101,0.62053066,0.34451839,0.22079214,-0.98359877,-0.2557095,0.72287035,1.07505369,-0.43837067,-0.22222352,0.07254113,1.08713377,0.02039897,0.80850208,0.48846558,-0.40497518,0.29266447,-0.23813546,0.36086929,0.50802612,-0.63451177,-0.88439924,0.30438036,0.08741554,0.59813172,-0.12086394,-0.82132155,-0.89937496,0.3037017,-0.35674709,-0.42036098,-0.10650707,1.75886786,-0.40400928,1.28218722,-0.258771,-0.23774078,0.67736644,-0.39216596,0.78479838,0.21450034,1.27934456,-0.70790058,1.19672453,0.02319941,-0.10753249,1.18178105,0.36624852,0.32645768,-0.19592807,-0.112551,0.1071731,0.13117895,-0.13436249,-0.23536012,1.69186616,-0.30143464,0.76999331,1.25762486,0.73151475,0.42711577,0.50187945,0.13565898,0.59351838,-0.24118505,-0.0388675,0.76425958,1.42027497,0.6779536,-0.76120585,1.03371763,-0.31857091,-0.67202359,1.24661279,0.18821704,0.94237661,-0.01293676,0.6094436,-0.79269111,0.08943578,1.096699,-0.6495195,0.90403998,0.6710856,0.56631875,-0.36592749,0.35063958,-1.21380234,0.83035553,0.30393556,0.28447413,0.13351807,0.25937888,-0.35075,-0.19816986,-1.16258383,-1.06523561,1.67778957
60528,-0.255973071,-0.275318056,-0.295579433,-0.611533761,-0.749776721,-0.436904579,0.24261573,-0.18712005,0.242226154,-0.486006677,-0.02975706,0.325823188,0.468714088,-1.28070879,-0.675872445,0.542292118,-0.229550317,0.500743091,-0.304491073,-0.128505602,-0.611475229,-0.495782077,-0.53428936,0.155476749,0.103724822,0.322383136,-0.952008367,-0.74573344,-0.919002414,0.083478481,0.086066008,-0.081527293,0.003402263,0.195319101,0.389197171,-0.874074459,-0.441917956,-0.788977265,-0.228583232,-0.405239522,0.189974502,0.014997203,-0.592076004,-0.191988692,-0.140589535,0.605292916,0.084144533,-0.922731578,-0.16996482,-0.138493821,0.933841348,-1.123598695,-0.512353957,-0.208912104,-0.557658732,0.025674431,-0.277412713,-0.487037599,0.336802304,0.367963254,0.178605318,0.139935166,-0.640678048,0.501750708,-0.554823577,-1.192316771,0.179688543,-0.236188605,-0.899661541,-0.32866925,-0.024908692,-1.370480776,-0.192057133,-0.439071208,-0.341385067,-0.585134089,0.488333404,-0.154480606,-0.721956074,-2.001205921,-0.703420401,-0.323052824,-0.214707777,-0.211062133,-0.101951748,1.033610582,-0.054472789,-0.432916552,-0.597129345,-0.151564837,-1.610623717,-0.190635696,-0.985842526,-0.050499972,1.141509891,0.494774997,-0.609952748,0.327290446,-0.242486179,1.313513041,-1.768356919,-0.054494858,-0.662182987,0.227753356,-0.078350589,-1.958791256,0.043994796,-0.585609198,-0.097545564,-0.180507183,-2.065884829,-0.328507721,0.069848612,1.118380666,-0.401233792,-0.4531703,-0.963887334,-2.247749567,-0.80761838,-0.013634562,-0.232999176,0.0012,0.269072324,-0.106296904,-0.686157227,0.522063911
5359,0.03933408,0.60644913,-0.28822702,0.43444791,0.11643407,-0.5139659,-0.79496968,-0.06839088,-0.16832034,-0.03184736,-0.09711882,-0.28486156,1.87690043,0.87558275,-0.74221301,-0.38279131,-0.11653005,0.10036612,0.16102876,0.05543721,0.19340749,-0.4454132,-0.08884495,-0.61396009,-0.16245148,0.21548057,0.43926659,0.77813524,-0.57470167,-0.88145429,0.44982681,0.39887208,0.53876668,0.01925592,0.21756265,-0.46616846,1.53096259,0.20517042,-0.20347446,-1.28037012,-0.11258191,-0.26778641,-0.6546495,-0.0210423,0.56838036,-0.07055879,-0.17199169,0.81458193,-0.62742013,0.91586101,-0.09101269,-0.15468621,0.25882196,0.20919579,0.71826446,0.52009803,0.52383423,-0.48295552,1.05232072,-0.18795578,-0.29794064,-0.23989248,0.06995821,-0.16932806,-0.81245863,0.05183023,0.42126513,0.2518816,-0.25535682,-0.18705121,-0.09418178,0.15354171,0.20086463,0.03785875,-0.3163085,-0.37397468,-0.03113374,0.08652873,-0.71618152,-0.3091898,-1.16447532,0.18438007,0.16116233,-0.36171564,-0.14858684,0.05974178,0.65720016,0.37872201,0.22644824,0.08635439,-0.12345305,0.21962564,-0.25173011,0.68544728,-0.58816731,-0.23615001,-0.2021561,-0.10009898,-1.12075472,-0.14181016,0.62541223,-0.34701726,0.66779107,-0.64115304,0.07163816,0.2403506,0.21688065,-0.5356434,-0.26800293,-0.37356868,0.93385732,-0.44966426,-0.13024749,0.04835871,-0.60803246,0.82513577,0.02736682,0.25185311,-0.31348768,0.96585882,-0.58043718,-0.04165,0.28406391,0.62864947,0.15500651,-1.28853941
1514,-1.266879678,-0.817362189,-0.714294076,-1.148875356,-2.480064869,-1.466283083,0.471737742,0.055011287,0.238814235,-2.970484972,0.318144828,-0.328275174,-0.203336775,0.006086579,-0.930907965,-0.37383166,-0.965092003,0.267725587,-1.803384781,0.002236564,-2.095600128,-0.151361302,-1.09057498,-1.071503878,0.332166284,-1.625348091,-2.924346685,-1.839114308,0.462059587,-1.025157928,0.077490255,-0.961792529,-1.253674507,-0.446097553,0.20533675,0.852189839,-0.686235249,0.017858505,-0.518531084,-3.633851051,-0.569104671,0.136685774,-0.173860192,-0.990154982,0.058522813,0.050074719,-0.27402088,0.109130569,-1.649979472,-1.437368751,0.042402357,-3.289640665,-0.607269585,-0.964312494,0.034098074,0.296404898,0.371509433,-1.178299069,-1.508934379,-0.243744954,-0.232636094,-1.068688512,0.396635056,-0.591048241,-0.700786054,0.108371854,0.005550627,-0.149994344,-4.691758156,-0.701504707,-1.583438873,0.412734926,-1.200215816,-0.024407592,-0.540048718,-2.438861847,0.379781008,-0.576703906,-0.562643647,-1.629697442,0.279519826,0.131738573,-0.058720104,-1.820983171,-1.244343281,1.056127071,-1.56711328,-1.494621515,-0.004119533,-0.308138192,-1.053426385,-3.819506168,0.53546983,0.592912555,1.044747829,0.520825028,-0.301677048,0.590615749,-1.335865974,0.204703674,-2.228634596,-7.589911461,0.272785813,-0.739508152,0.255420089,0.207979932,-0.583909333,-1.052735567,0.48964116,-2.535174608,-3.317542076,0.310932755,-0.104030341,1.582591653,-0.006767854,-0.517697096,0.131196916,-0.038678274,-0.514201999,-3.02583456,-4.777104378,-0.875649989,0.504141808,-0.910177946,-0.517531216,-0.185933828
1509,0.299850732,0.579786837,0.251467973,0.058582187,0.134732068,1.212447166,0.54917556,-0.464450657,0.640975416,-0.141234726,-0.016444508,0.608621776,-0.706691265,-1.659382701,0.799118996,-0.11471504,0.065959141,0.819348454,0.591638923,-0.614951909,-0.160028577,0.446020305,-0.119289815,-0.15030238,-0.172088742,0.318063617,0.010087255,-0.650272608,1.063384533,0.234406114,0.665259063,0.050469536,-0.164260715,0.634179592,0.089074746,1.442593098,1.108219862,-0.130546495,-0.276935995,0.718545437,0.178804666,-0.198529199,-0.380108207,-1.043532848,-0.530254006,-1.335663795,-0.246611372,1.192632675,0.96452564,0.005079169,-0.539573848,-0.202547848,0.179592803,-0.892505348,-0.310653687,-1.070465207,0.32994312,0.420225263,-0.26013279,-0.40615806,0.543857574,-0.153441623,1.174133182,0.154036641,0.165701762,-0.341355473,-0.723798692,0.855093777,1.001259446,0.251753658,0.441530287,-0.029801732,-0.478315473,-0.592123985,0.71705693,0.269092262,0.511865616,-0.362803519,0.041630216,-0.654509008,0.928851783,0.38851133,-0.448368371,1.201687336,-1.357201695,1.57753396,0.624979377,0.194691807,0.600008309,0.204533339,-0.503517449,-0.126202494,-0.164967343,-0.293759108,-0.332218856,0.907824993,0.068421163,-0.022142559,0.009955674,-1.210844874,-0.818855643,0.68786341,-0.302417099,0.320854783,0.225050792,-0.161901921,-0.833776176,-0.097700998,-0.00829072,-0.648910046,-0.608823895,1.398103714,0.982108891,-0.304906309,0.856404066,-0.602333546,0.480453342,-0.97139889,0.360528529,-0.014156125,0.066658556,0.679775,-0.071548611,-0.594674408,0.167709261,1.322450757
9181,-0.111857533,0.744580746,0.627527535,0.268305629,0.269363046,0.426387191,-0.057612941,0.10823825,0.053487182,0.481671989,-0.139524534,-0.041180462,0.19397673,0.592326283,0.384471238,-0.084565014,0.651190042,0.383508325,0.451835245,0.231060326,-0.187683165,0.146521702,0.123817191,-0.373392403,0.50988853,-0.344378889,0.004728779,0.043613758,-0.195943356,-0.433048218,0.404528797,0.138657913,-0.193956524,-0.688840806,0.507955015,1.313891888,0.977006614,0.07424745,0.159078538,-0.190488756,0.085916311,-0.206966132,0.302377164,0.383219898,1.061440349,0.354750037,0.085076161,1.224840641,0.231717795,-0.29818061,-0.263718098,0.105862297,-0.046852626,-0.16355589,0.339094281,0.401385337,1.390085578,0.899250865,0.282904476,0.396859556,0.284541041,-0.307753682,0.499655902,-0.150142342,0.385698855,0.122114033,0.678148091,0.044156305,-0.327458322,-0.136947811,-0.323324978,0.026900103,-0.131199226,-0.78998214,0.411707282,0.045050088,0.036311075,-0.245828211,-0.064412229,0.267411709,0.931107104,0.26256752,0.079590484,-0.082771182,0.072020769,0.728381753,-0.474825472,0.24432382,-0.28888166,-0.326726377,0.216704279,0.314050317,0.215878308,0.542504489,-0.306944788,0.425175011,1.04499352,1.163608313,0.218135923,-0.067359008,-0.400751144,0.483645439,0.73830384,0.146810278,0.25002104,0.751968026,0.151036322,-0.369834632,-0.449317217,0.39446491,-0.647333205,-0.238589689,0.194274634,2.035249949,0.32907477,1.121508598,1.073848724,-0.448521286,0.58780545,0.896062911,-0.406163394,1.484324932,1.507055044,0.434726626,-0.950830519,0.118931122
3611,-0.157326713,-1.542084694,-1.210528612,0.104096442,-0.240416139,-0.358269453,-0.311610669,0.621343493,-0.037324458,-0.076835833,-0.323687017,-0.651488364,-0.155162543,-0.65570277,-0.34502852,0.073771492,0.037123211,0.065906703,-0.465678602,0.585554779,-0.016118623,0.907308459,0.103731252,-0.145667106,-0.268598109,-1.546570301,-0.356774718,0.019829052,-0.383076787,-0.091045856,0.550584257,-0.523513734,1.324453354,-0.936454296,0.58590734,-0.369088769,-0.555715382,-0.988653839,-0.137382403,-0.427451074,-1.129031658,-0.293405145,-0.699604392,0.193363041,-0.016844809,0.529679656,0.476077586,-0.218884438,-0.449139059,0.057992861,-1.113754272,-0.556708336,0.058837745,-0.351018429,0.73722297,0.416425496,-0.948310375,-0.69768393,0.084728301,0.245146319,0.108964622,-0.063179933,-1.573414445,-0.825624526,0.236927375,0.726798534,-0.946291924,0.823226154,0.607009053,-0.543479085,0.098169118,0.498103023,0.06227817,0.296310484,-0.413876653,-0.169815257,-0.290944159,0.125390321,0.296023309,0.084484011,-0.955342889,0.294558018,0.24516426,1.14017272,0.381443083,-0.972761452,0.025666565,-0.263014793,-0.953153968,-0.005267349,0.675835967,-0.487784952,-0.042507347,1.459255099,1.632109523,0.365474999,0.296175659,1.666348457,-0.988539994,0.814784646,0.141190186,-0.242517382,0.892231584,-0.131407261,-0.268812656,0.197978273,1.051221848,-0.543738544,-0.295217603,-0.409311026,0.035569012,-0.571594894,-0.294243753,-0.195504501,-0.811901212,0.190809354,0.163486615,-0.11749889,-1.640081286,-0.522971869,-0.011654288,-0.47025001,-0.341963798,1.141022801,-0.083159685,0.474972039
4783,0.330861568,0.753397822,-0.44767347,-0.212389722,0.33688122,0.246040672,-0.439965606,-0.505318284,0.688663006,0.265578181,-0.563486814,0.227534339,1.005807877,0.339084178,-0.011275686,-0.099908866,0.347101212,-0.349056363,-0.234227121,-0.47446388,0.238101706,1.266580343,-0.107506201,0.851135135,-0.246213481,0.650218487,0.044906635,0.262620479,-0.618673801,0.36238727,0.279910833,-0.389332861,0.432084471,0.717790306,-0.248216331,-0.971584857,0.130438656,0.226275861,0.444025129,0.542774379,-0.066834584,0.554254353,-0.003430212,0.582976222,0.260796964,0.287915945,-0.498615593,0.755678356,-0.474062413,0.24718003,-0.709671736,-0.22914663,0.336304396,0.532446682,-0.01721858,-0.014553636,0.252302349,-0.578524232,0.163472444,0.00102134,-0.866530716,0.104698636,0.061404359,-0.247264773,-0.425895482,0.784663081,-0.085680664,0.41980055,0.112395868,-0.57257843,-0.450554848,0.246139929,0.441436946,0.167525113,-0.081291355,-0.052331768,-0.612508357,1.186126232,0.505934834,-0.569974482,0.478217989,0.104231924,0.649944067,0.323145688,0.080590591,-0.840479136,-0.531026065,-0.882258058,-0.033692919,0.078712977,0.242239714,-0.276948273,-0.272686481,-0.649947286,0.553828001,0.297099978,0.125517935,-0.193582654,-0.301466823,-0.868170321,0.095340952,0.14939031,-0.663313568,0.596940756,-0.284685761,-0.257702023,0.448444515,0.065082259,0.06074794,0.092914306,-0.482087195,-0.262896001,0.456129342,0.024641216,-0.51053524,1.309133768,1.010575294,0.092569336,0.252397835,-0.057956014,-0.810679376,-0.564324975,-0.623630404,-0.311754465,0.735536754,0.042730518
10123,0.252842844,0.481760621,0.360117465,0.421101063,0.629024029,0.444526732,1.08647275,-0.305055618,0.332510412,-0.01316289,0.169104621,0.140511602,-0.823556423,-0.513054073,0.30943799,0.475441068,-0.081716314,0.671550274,0.30693996,-0.44296968,0.035496615,-0.804072499,-0.358020306,0.523593962,0.410941154,-0.182869866,0.071985096,-0.141993791,0.82521069,-0.375448823,-0.219179869,0.090403646,-0.311571956,0.086091869,0.70525229,0.007319994,0.718947351,-0.301121473,-0.587219775,1.337797165,-0.116099864,-0.198599741,0.794017076,0.085244447,0.296286553,-0.687609673,-0.071324594,-0.632682979,0.35791406,0.617009282,0.242709905,-0.13229689,-0.238060132,-0.616008937,-0.684727311,-0.324231297,0.158709586,0.636580348,-0.387616128,-0.293802083,0.235260621,0.370873332,-0.047237426,-0.774632633,0.397315145,-0.444222033,-2.289433956,-0.177396715,0.288523734,0.246172205,0.851991892,1.252635241,-0.136882603,0.136452526,0.501983285,0.488245487,0.993566155,-0.380755067,-0.488117605,-0.214725614,-1.209546804,-1.14876771,-0.643717527,0.483846009,-0.140658632,0.306191504,0.553919435,0.197627127,0.101138741,-0.230735108,-0.304475456,-1.267762184,-0.769205689,1.012020826,-0.482552588,-0.05765,0.393204063,-1.755185366,0.041120015,0.469020247,-1.02437079,0.691377997,0.040925369,0.337697178,0.128644899,0.145064831,-0.85307312,0.272935092,-0.641982257,-0.285831809,0.599281788,1.669408321,0.365771949,-0.349081427,1.245785594,-0.295951545,0.292718649,-1.012466788,0.960406661,0.612639606,1.211298943,-0.200775027,0.957378089,-0.242886156,0.142546594,1.105342388
8895,-0.158133641,-0.22977075,-0.45464319,-0.237653688,-0.508584857,0.589655697,-0.174505666,-0.750953794,-1.786662579,-0.819301248,-0.83993572,0.129506439,-0.209841058,0.048959032,-1.118076801,-0.17426008,-0.165845186,-0.224568054,-0.150282487,0.169023633,-1.042040229,-0.788326859,-0.483979732,0.031380296,0.336522996,0.106563732,-1.086305141,-1.36198926,-1.013257027,0.548155129,-0.302956343,0.2271626,-0.565984726,-2.067328453,-0.33438468,-0.135509133,-0.359291673,0.041726887,-1.293011546,-0.434944659,-0.456243426,-0.113417089,-0.553556442,-0.959812939,-0.129222304,-0.301449567,0.143148586,-0.109339438,-0.984982789,0.186633408,-0.307229638,0.171602577,-0.069383934,-0.242167279,-0.132788152,0.73940742,0.172708899,0.131243557,-0.493888795,-0.697677493,-1.972270489,0.00423038,-0.133538246,0.047566518,0.152997047,-0.393184543,-0.03659144,0.186904654,-0.446305901,0.108855769,0.363534361,-0.952017784,-1.183089972,-1.377498984,0.288912922,-1.065409184,-1.10899961,-0.123707503,-3.068619967,-0.124929577,0.215350583,0.188378334,0.314114183,-3.455277205,-0.436165333,-1.762064934,-0.046236962,-0.37816608,0.115781575,0.300522089,-0.088258706,-0.413064212,0.552986979,-0.942681313,0.37425983,-2.717324972,-1.248647809,-0.40208298,-1.537610173,-1.8166852,-0.674841404,0.48827219,0.038401455,-1.441335917,0.383367687,-0.675749063,-0.082445897,-0.43014279,0.458148986,-1.805709004,-0.250348508,0.352814734,-0.828108728,-0.963129461,-0.737618148,-0.283493578,-0.093650557,-0.32404381,-0.382411838,-0.15434891,-0.230060115,-3.821249962,0.582589626,-0.273382872,-1.638866544,-0.001397718
9805,-0.182718396,-0.557162046,0.737858474,0.474043697,0.331993699,1.349710703,-0.314089298,-0.597921908,0.24191536,-0.226458088,-0.182620853,-1.210166693,0.472364396,-0.440709203,-0.465564489,0.315541655,0.219506934,0.496165723,0.198746398,-0.102780327,-0.016420379,0.334833503,-0.199742153,0.104437962,-0.141181618,0.655521154,-0.087781914,-0.51063782,0.254887521,-0.384478599,-0.374054104,-0.113018543,0.189692378,0.393547624,-0.182201371,1.403504133,0.623792112,-0.569958925,-0.309307337,-0.491366744,0.956943691,0.221304536,0.09590409,-0.282011271,0.329456747,0.100968763,0.542601049,0.679776609,0.143791556,0.571179509,-0.213210061,0.07535293,-0.266867399,-0.173376873,-0.327743858,0.491625071,1.03855145,0.693861544,0.378147602,-0.389656246,-0.558212578,-0.253602117,0.282314718,-1.056614995,0.072541915,-0.322230875,-0.631633759,-0.680251598,0.550091684,0.144651398,0.376001596,-0.0606618,-0.046677295,-0.426928669,-0.464442044,-0.0544542,-0.324717283,-0.045151278,-0.532499015,-0.83337909,0.163543478,-0.442673385,-0.467054754,-1.377339602,-0.609781086,0.053109236,0.340348482,-0.147855565,0.315323025,-0.133694634,-0.155108333,-0.035452373,0.225794822,-0.764225423,-1.140269041,1.031650066,0.031933617,2.135708332,-0.195648313,0.308316231,-0.947560251,0.077201277,0.435639828,0.33061257,-0.10974884,-0.02069056,-0.602820098,-0.418021291,-0.12642929,-0.670040131,0.049763046,1.210174918,0.182099521,-0.003008723,-0.0554239,0.530942678,1.303613067,-1.355491042,0.96485424,0.990127444,-0.044542551,0.420775026,0.496385932,-0.581721842,0.27601701,-0.393151224
4125,-0.20535286,-0.44270903,-0.12774237,0.78613287,-0.31518239,0.91418481,1.83297181,-0.208381,0.34000921,0.19843186,-0.19005203,-0.04505686,-0.37952262,-0.35214999,0.64548528,0.26914465,-0.041047,-0.0708831,0.32424304,-0.68257129,0.3229281,0.45561272,0.05486616,1.27457631,-0.36079878,-0.18442327,-0.19975285,0.24245076,1.09189379,0.53719783,0.42640784,0.16912968,0.41874775,-0.31554258,0.4413375,1.28619933,-0.13580123,0.43370304,0.21381086,-0.24796678,0.04061252,0.43007067,0.22970161,-0.35870934,-0.33927417,0.74012047,0.21901511,0.25133222,-0.2091762,0.07713743,-0.11696491,-0.05675985,0.29359815,-0.27314371,0.02498816,0.07446164,0.75117385,-0.52209675,1.4238143,0.16596764,0.5613094,-0.20904385,0.53464508,0.05843594,-0.25563914,-1.13214254,-0.29828256,1.24290907,0.63290209,0.50101435,-0.15694666,-0.21499535,-0.1341742,0.20169729,0.53064764,0.54398817,-0.47780764,-0.16953108,0.64277375,0.91915005,0.35626203,-0.69720805,0.16932198,1.9580878,1.00008392,0.94374484,-0.42998946,-0.17481832,-0.25270432,-0.10218375,-0.0571116,0.17432824,-0.85782421,1.0550046,1.57554603,1.18649995,0.45700938,1.13766718,0.19776054,-0.12826321,-0.3238011,0.83291459,0.46518794,0.08604989,0.10911439,0.2364991,0.20515245,-0.62247521,0.61654592,0.51404953,0.26407987,0.40396887,0.3718996,0.44670451,1.42334175,-1.49089801,0.36441198,-0.59446073,-0.74440652,-0.4977462,0.19777727,-0.2965,0.66957295,0.51890022,0.15639573,1.44596124
